id,name,app_track,ahd_track,type,ahd_loc,ahd_seg,direction
"934",CP-934,,,,,,
"935",CP-935,STA_TH_8,SO_2,,,,"1"
"936",CP-936,,,,,,
"937",CP-937,,,,,,
"938",CP-938,,,,,,
"939",CP-939,,,,,,
"940",CP-940,,,,,,
"941",CP-941,,,,,,
"942",CP-942,,,,,,
"943",CP-943,,,,,,
"944",CP-944,,,,,,
"945",CP-945,,,,,,
"946",CP-946,,,,,,
"947",CP-947,,,,,,
"948",CP-948,,,,,,
"949",CP-949,,,,,,
"950",CP-950,,,,,,
"951",CP-951,,,,,,
"952",CP-952,,,,,,
"953",CP-953,,,,,,
"954",CP-954,,,,,,
"955",CP-955,,,,,,
"956",CP-956,,,,,,
"957",CP-957,,,,,,
"958",CP-958,,,,,,
"959",CP-959,,,,,,
"960",CP-960,,,,,,
"961",CP-961,,,,,,
"962",CP-962,,,,,,
"963",CP-963,,,,,,
"964",CP-964,STA_TH_10,STA_TH_8,,,,
"965",CP-965,,,,,,
"966",CP-966,,,,,,
"967",CP-967,,,,,,
"968",CP-968,,,,,,
"969",CP-969,,,,,,
"970",CP-970,,,,,,
"971",CP-971,,,,,,
"972",CP-972,,,,,,
"973",CP-973,WA_6,WA_7,,,,
"974",CP-974,,,,,,
"975",CP-975,SCH_5,DAR_4,,,,
"976",CP-976,,,,,,
"977",CP-977,,,,,,
"978",CP-978,,,,,,
"979",CP-979,,,,,,
"980",CP-980,,,,,,
"981",CP-981,,,,,,
"982",CP-982,WA_7,SCH_5,,,,
"983",CP-983,,,,,,
"984",CP-984,,,,,,
"985",CP-985,,,,,,
"986",CP-986,,,,,,
"987",CP-987,,,,,,
"988",CP-988,,,,,,
"989",CP-989,,,,,,
"990",CP-990,,,,,,
"991",CP-991,,,,,,
"992",CP-992,,,,,,
"993",CP-993,,,,,,
"994",CP-994,,,,,,
"995",CP-995,,,,,,
"996",CP-996,,,,,,
"997",CP-997,,,,,,
"998",CP-998,,,,,,
"999",CP-999,,,,,,
"1000",CP-1000,,,,,,
"1001",CP-1001,,,,,,
"1002",CP-1002,,,,,,
"1003",CP-1003,,,,,,
"1004",CP-1004,,,,,,
"1005",CP-1005,,,,,,
"1006",CP-1006,,,,,,
"1007",CP-1007,,,,,,
"1008",CP-1008,,,,,,
"1009",CP-1009,,,,,,
"1010",CP-1010,DAR_4,SO_3,,,,
"1011",CP-1011,BEL_1F,SO_2,,,,
"1012",CP-1012,,,,,,
"1013",CP-1013,,,,,,
"1014",CP-1014,,,,,,
"1015",CP-1015,,,,,,
"1016",CP-1016,,,,,,
"1017",CP-1017,BEL_1,BEL_2F,,,,
"1018",CP-1018,,,,,,
"1019",CP-1019,SO_2,BEL_1,,,,
"1020",CP-1020,,,,,,
"1021",CP-1021,,,,,,
"1022",CP-1022,,,,,,
"1023",CP-1023,,,,,,
"1024",CP-1024,,,,,,
"1025",CP-1025,WIL_1,SO_2,,,,
"1026",CP-1026,,,,,,
"1027",CP-1027,,,,,,
"1028",CP-1028,,,,,,
"1029",CP-1029,SO_3,SO_2,,,,
"1030",CP-1030,,,,,,
"1031",CP-1031,,,,,,
"1032",CP-1032,,,,,,
"1033",CP-1033,,,,,,
"1034",CP-1034,,,,,,
"1035",CP-1035,SO_2,WIL_1,,,,
"1036",CP-1036,,,,,,
"1037",CP-1037,,,,,,
"1038",CP-1038,,,,,,
"1039",CP-1039,,,,,,
"1040",CP-1040,,,,,,
"1041",CP-1041,,,,,,
"1042",CP-1042,WIL_1,SO_2,,,,
"1043",CP-1043,,,,,,
"1044",CP-1044,,,,,,
"1045",CP-1045,,,,,,
"1046",CP-1046,,,,,,
"1047",CP-1047,,,,,,
"1048",CP-1048,,,,,,
"1049",CP-1049,,,,,,
"1050",CP-1050,,,,,,
"1051",CP-1051,NOR_1,WIL_1,,,,
"1052",CP-1052,,,,,,
"1053",CP-1053,SO_2,NOR_2,,,,"1"
"1054",CP-1054,,,,,,
"1055",CP-1055,NOR_2,SO_3,,,,"1"
"1056",CP-1056,WIL_1,NOR_1,,,,
"1057",CP-1057,,,,,,
"1058",CP-1058,,,,,,
"1059",CP-1059,SO_2,WIL_1,,,,
"1060",CP-1060,,,,,,
"1061",CP-1061,,,,,,
"1062",CP-1062,CHA_2,SO_2,,,,
"1063",CP-1063,SO_3,CHA_3,,,,"1"
"1064",CP-1064,SO_2,CHA_2,,,,
"1065",CP-1065,CHA_3,SO_3,,,,"1"
"1066",CP-1066,PER_2,SO_2,,,,
"1067",CP-1067,SO_3,PER_3,,,,"1"
"1068",CP-1068,SO_2,PER_2,,,,
"1069",CP-1069,PER_3,SO_3,,,,"1"
"1070",CP-1070,,,,,,
"1071",CP-1071,,,,,,
"1072",CP-1072,,,,,,
"1073",CP-1073,,,,,,
"1074",CP-1074,,,,,,
"1075",CP-1075,,,,,,
"1076",CP-1076,,,,,,
"1077",CP-1077,,,,,,
"1078",CP-1078,,,,,,
"1079",CP-1079,SO_3,HDGB_3,,,,"1"
"1080",CP-1080,SO_2,HDGB_2,,,,
"1081",CP-1081,,,,,,
"1082",CP-1082,HDGB_3,SO_3,,,,"1"
"1083",CP-1083,,,,,,
"1084",CP-1084,,,,,,
"1085",CP-1085,,,,,,
"1086",CP-1086,,,,,,
"1087",CP-1087,ABE_4,SO_3,,,,
"1088",CP-1088,,,,,,
"1089",CP-1089,,,,,,
"1090",CP-1090,,,,,,
"1091",CP-1091,,,,,,
"1092",CP-1092,,,,,,
"1093",CP-1093,,,,,,
"1094",CP-1094,,,,,,
"1095",CP-1095,,,,,,
"1096",CP-1096,SO_3,SO_2,,,,"1"
"1097",CP-1097,,,,,,
"1098",CP-1098,,,,,,
"1099",CP-1099,MID_1,SO_2,,,,
"1100",CP-1100,,,,,,
"1101",CP-1101,,,,,,
"1102",CP-1102,,,,,,
"1103",CP-1103,,,,,,
"1104",CP-1104,,,,,,
"1105",CP-1105,,,,,,
"1106",CP-1106,,,,,,
"1107",CP-1107,,,,,,
"1108",CP-1108,,,,,,
"1109",CP-1109,,,,,,
"1110",CP-1110,,,,,,
"1111",CP-1111,,,,,,
"1112",CP-1112,,,,,,
"1113",CP-1113,,,,,,
"1114",CP-1114,,,,,,
"1115",CP-1115,,,,,,
"1116",CP-1116,,,,,,
"1117",CP-1117,,,,,,
"1118",CP-1118,,,,,,
"1119",CP-1119,,,,,,
"1120",CP-1120,,,,,,
"1121",CP-1121,,,,,,
"1122",CP-1122,,,,,,
"1123",CP-1123,,,,,,
"1124",CP-1124,,,,,,
"1125",CP-1125,,,,,,
"1126",CP-1126,,,,,,
"1127",CP-1127,,,,,,
"1128",CP-1128,,,,,,
"1129",CP-1129,,,,,,
"1130",CP-1130,,,,,,
"1131",CP-1131,SO_2,MID_1,,,,
"1132",CP-1132,SO_3,FDT_2,,,,
"1133",CP-1133,FDT_1,SO_2,,,,
"1134",CP-1134,,,,,,
"1135",CP-1135,,,,,,
"1136",CP-1136,,,,,,
"1137",CP-1137,,,,,,
"1138",CP-1138,,,,,,
"1139",CP-1139,,,,,,
"1140",CP-1140,,,,,,
"1141",CP-1141,,,,,,
"1142",CP-1142,SO_1,SO_2,,,,
"1143",CP-1143,,,,,,
"1144",CP-1144,SO_1,FDT_1,,,,
"1145",CP-1145,FDT_2,SO_2,,,,"1"
"1146",CP-1146,,,,,,
"1147",CP-1147,,,,,,
"1148",CP-1148,,,,,,
"1149",CP-1149,,,,,,
"1150",CP-1150,,,,,,
"1151",CP-1151,,,,,,
"1152",CP-1152,,,,,,
"1153",CP-1153,,,,,,
"1154",CP-1154,,,,,,
"1155",CP-1155,,,,,,
"1156",CP-1156,,,,,,
"1157",CP-1157,,,,,,
"1158",CP-1158,,,,,,
"1159",CP-1159,,,,,,
"1160",CP-1160,,,,,,
"1161",CP-1161,,,,,,
"1162",CP-1162,,,,,,
"1163",CP-1163,,,,,,
"1164",CP-1164,,,,,,
"1165",CP-1165,,,,,,
"1166",CP-1166,,,,,,
"1167",CP-1167,,,,,,
"1168",CP-1168,,,,,,
"1169",CP-1169,,,,,,
"1170",CP-1170,,,,,,
"1171",CP-1171,,,,,,
"1172",CP-1172,,,,,,
"1173",CP-1173,,,,,,
"1174",CP-1174,,,,,,
"1175",CP-1175,,,,,,
"1176",CP-1176,,,,,,
"1177",CP-1177,,,,,,
"1178",CP-1178,,,,,,
"1179",CP-1179,,,,,,
"1180",CP-1180,,,,,,
"1181",CP-1181,,,,,,
"1182",CP-1182,,,,,,
"1183",CP-1183,SO_2,SO_3,,,,"1"
"1184",CP-1184,,,,,,
"1185",CP-1185,,,,,,
"1186",CP-1186,,,,,,
"1187",CP-1187,,,,,,
"1188",CP-1188,,,,,,
"1189",CP-1189,,,,,,
"1190",CP-1190,,,,,,
"1191",CP-1191,,,,,,
"1192",CP-1192,,,,,,
"1193",CP-1193,,,,,,
"1194",CP-1194,,,,,,
"1195",CP-1195,,,,,,
"1196",CP-1196,,,,,,
"1197",CP-1197,,,,,,
"1198",CP-1198,,,,,,
"1199",CP-1199,,,,,,
"1200",CP-1200,,,,,,
"1201",CP-1201,,,,,,
"1202",CP-1202,,,,,,
"26",CP-26,CNBY_1,BOS_1,,,,"1"
"1203",CP-1203,JC_4,JC_3,,,,"1"
"1204",CP-1204,,STA_BAL_2,,,,
"1205",CP-1205,SO_2,FDT_2,,,,"1"
"1206",CP-1206,SO_2,SO_3,,,,"1"
,CP-,,,,,,
"1207",CP-1207,SO_3,SO_2,,,,"1"
,CP-,,,,,,
,CP-,,,,,,
"1208",CP-1208,SO_3,STA_DCU_13,,,,"1"
"1209",CP-1209,PROV_7,PROV_3,,,,
"1210",CP-1210,NH_1,CCT_3,,,,
"1211",CP-1211,MID_5,MID_3,nominal,,,
"1212",CP-1212,MID_3,NH_1,,,,
"1213",CP-1213,,,,,,
"1214",CP-1214,NH_1,MN_2,,,,
"1215",CP-1215,,,,,,
"1216",CP-1216,HGL_2,HGL_1,,,,
,CP-,,,,,,
"1217",CP-1217,PENN_3,PENN_4,,,,
"1218",CP-1218,PENN_2,STA_TH_B,,,,
"1219",CP-1219,STA_TH_C,WA_6,,,,
"1220",CP-1220,,,,,,
"1221",CP-1221,WA_7,DAR_4,,,,
"1222",CP-1222,SO_3,ABE_4,,,,
"1223",CP-1223,,,,,,
"1224",CP-1224,SO_3,SO_2,,,,
"1225",CP-1225,,,,,,
,CP-,,,,,,
,CP-,,,,,,
"1227",CP-1227,SO_2,MID_1,,,,
"1228",CP-1228,,,,,,
"1229",CP-1229,MID_1,MID_A,,,,
"1230",CP-1230,,,,,,
"1231",CP-1231,MID_A,MID_1,,,,
"1232",CP-1232,,,,,,
"1233",CP-1233,MID_1,SO_2,,,,
"1234",CP-1234,,,,,,
"1235",CP-1235,SO_2,SO_3,,,,
"1236",CP-1236,,,,,,
"1237",CP-1237,FDT_2,SO_3,,,,
"1238",CP-1238,STA_DCU_13,,,,,
"1239",CP-1239,STA_DCU_1,SO_2,,,,
"1240",CP-1240,BEL_1,BEL_1F,,,,
"1241",CP-1241,STA_TH_8,PENN_1,,,,
,CP-,,,,,,
"1243",CP-1243,,,,,,
"1242",CP-1242,HGL_2,MN_2,,,,
"1244",CP-1244,BOS_2,KIN_2,,,,
"1245",CP-1245,BOS_2,STA_SS_9,,,,
"1246",,,STA_TH_8,,,,
"1247",,PENN_1,STA_TH_8,,,,"1"
