Section_id,Symmetry_id,Track_segment,Start_location,End_location,Start_location_mile,End_location_mile,Track_id,Curve_degree,Curve_direction,Cant_to_add,Cant,orig_cant,Max_speed,Max_speed_freight,Curve_radius,Max_speed_calc,Notes,,,,,
,15,,63.6,63.13,,,2,3,,,4.5,,,,,,,,,,,
,16,,63.13,62.94,,,2,0,,,,,,,,,,,,,,
,17,,62.94,62.71,,,2,1.7,,,4.5,,,,,,,,,,,
,18,,62.71,62.33,,,2,,,,,,,,,,,,,,,
,19,,62.33,62.19,,,2,,,,,,,,,,,,,,,
,20,,62.19,62.07,,,2,,,,,,,,,,,,,,,
,21,,62.07,61.78,,,2,,,,,,,,,,,,,,,
,22,,61.78,61.18,,,2,,,,,,,,,,,,,,,
,23,,61.18,61.12,,,2,,,,,,,,,,,,,,,
,24,,61.12,61.06,,,2,,,,,,,,,,,,,,,
,25,,61.06,61,,,2,,,,,,,,,,,,,,,
,26,,61,60.7,,,2,,,,,,,,,,,,,,,
,27,,60.7,60.64,,,2,,,,,,,,,,,,,,,
,28,,60.64,60.58,,,2,,,,,,,,,,,,,,,
,29,,60.58,60.52,,,2,,,,,,,,,,,,,,,
,30,,60.52,60,,,2,,,,,,,,,,,,,,,
,31,,60,59.65,,,2,,,,,,,,,,,,,,,
,32,,59.65,59.35,,,2,,,,,,,,,,,,,,,
,33,,59.35,59.3,,,2,,,,,,,,,,,,,,,
,34,,59.3,58.25,,,2,,,,,,,,,,,,,,,
,35,,58.25,57.72,,,2,,,,,,,,,,,,,,,
,36,,57.72,56.5,,,2,,,,,,,,,,,,,,,
,37A,,56.5,56.23,,,2,,,,,,,,,,,,,,,
,37B,,56.23,55.9,,,2,,,,,,,,,,,,,,,
,38,,55.9,55.8,,,2,,,,,,,,,,,,,,,
,39,,55.8,55.6,,,2,,,,,,,,,,,,,,,
,40,,55.6,55.15,,,2,,,,,,,,,,,,,,,
,41,,55.15,54.7,,,2,,,,,,,,,,,,,,,
,42,,54.7,53.27,,,2,,,,,,,,,,,,,,,
,43,,53.27,53.05,,,2,,,,,,,,,,,,,,,
,44,,53.05,52.85,,,2,,,,,,,,,,,,,,,
,45,,52.85,52.57,,,2,,,,,,,,,,,,,,,
,46,,52.57,51.63,,,2,,,,,,,,,,,,,,,
,47,,51.63,51.45,,,2,,,,,,,,,,,,,,,
,48,,51.45,51.12,,,2,,,,,,,,,,,,,,,
,49,,51.12,50.08,,,2,,,,,,,,,,,,,,,
,50,,50.08,49.66,,,2,,,,,,,,,,,,,,,
,51,,49.66,49.3,,,2,,,,,,,,,,,,,,,
,52,,49.3,48.1,,,2,,,,,,,,,,,,,,,
,53,,48.1,47.83,,,2,,,,,,,,,,,,,,,
,54,,47.83,46.9,,,2,,,,,,,,,,,,,,,
,55,,46.9,46.34,,,2,,,,,,,,,,,,,,,
,56,,46.34,46,,,2,,,,,,,,,,,,,,,
,57,,46,45.62,,,2,,,,,,,,,,,,,,,
,58,,45.62,45,,,2,,,,,,,,,,,,,,,
,59,,45,44.75,,,2,,,,,,,,,,,,,,,
,60,,44.75,44.06,,,2,,,,,,,,,,,,,,,
,61,,44.06,43.65,,,2,,,,,,,,,,,,,,,
,62,,43.65,42.65,,,2,,,,,,,,,,,,,,,
,63,,42.65,42.4,,,2,,,,,,,,,,,,,,,
,64,,42.4,41.79,,,2,,,,,,,,,,,,,,,
,65,,41.79,41.62,,,2,,,,,,,,,,,,,,,
,66,,41.62,41.5,,,2,,,,,,,,,,,,,,,
,67,,41.5,41.25,,,2,,,,,,,,,,,,,,,
,68,,41.25,40.63,,,2,,,,,,,,,,,,,,,
,69,,40.63,40.48,,,2,,,,,,,,,,,,,,,
,70,,40.48,40.12,,,2,,,,,,,,,,,,,,,
,71,,40.12,39.52,,,2,,,,,,,,,,,,,,,
,72,,39.52,39,,,2,,,,,,,,,,,,,,,
,73,,39,38.75,,,2,,,,,,,,,,,,,,,
,74,,38.75,38.13,,,2,,,,,,,,,,,,,,,
,75,,38.13,37.95,,,2,,,,,,,,,,,,,,,
,76,,37.95,37.6,,,2,,,,,,,,,,,,,,,
,77,,37.6,37.15,,,2,,,,,,,,,,,,,,,
,78,,37.15,36.75,,,2,,,,,,,,,,,,,,,
,79,,36.75,36.26,,,2,,,,,,,,,,,,,,,
,80,,36.26,35.58,,,2,,,,,,,,,,,,,,,
,81,,35.58,34.78,,,2,,,,,,,,,,,,,,,
,82,,34.78,34.4,,,2,,,,,,,,,,,,,,,
,83,,34.4,34.05,,,2,,,,,,,,,,,,,,,
,84,,34.05,33.79,,,2,,,,,,,,,,,,,,,
,85,,33.79,33.6,,,2,,,,,,,,,,,,,,,
,86,,33.6,32.84,,,2,,,,,,,,,,,,,,,
,87,,32.84,32.42,,,2,,,,,,,,,,,,,,,
,88,,32.42,32.3,,,2,,,,,,,,,,,,,,,
,89,,32.3,31.75,,,2,,,,,,,,,,,,,,,
,90,,31.75,31.13,,,2,,,,,,,,,,,,,,,
,91,,31.13,30.8,,,2,,,,,,,,,,,,,,,
,92,,30.8,30.19,,,2,,,,,,,,,,,,,,,
,93,,30.19,30,,,2,,,,,,,,,,,,,,,
,94,,30,29.55,,,2,,,,,,,,,,,,,,,
,95,,29.55,29.34,,,2,,,,,,,,,,,,,,,
,96,,29.34,28.71,,,2,,,,,,,,,,,,,,,
,97,,28.71,28.51,,,2,,,,,,,,,,,,,,,
,98,,28.51,28.35,,,2,,,,,,,,,,,,,,,
,99,,28.35,28.22,,,2,,,,,,,,,,,,,,,
,100,,28.22,28,,,2,,,,,,,,,,,,,,,
,101,,28,27.56,,,2,,,,,,,,,,,,,,,
,102,,27.56,26.76,,,2,,,,,,,,,,,,,,,
,103,,26.76,26.53,,,2,,,,,,,,,,,,,,,
,104,,26.53,26.3,,,2,,,,,,,,,,,,,,,
,105,,26.3,26.1,,,2,,,,,,,,,,,,,,,
,106,,26.1,26.05,,,2,,,,,,,,,,,,,,,
,107,,26.05,25.68,,,2,,,,,,,,,,,,,,,
,108,,25.68,24.66,,,2,,,,,,,,,,,,,,,
,109,,24.66,24.2,,,2,,,,,,,,,,,,,,,
,110,,24.2,24.18,,,2,,,,,,,,,,,,,,,
,111,,24.18,23.85,,,2,,,,,,,,,,,,,,,
,112,,23.85,22.63,,,2,,,,,,,,,,,,,,,
,113,,22.63,22.22,,,2,,,,,,,,,,,,,,,
,114,,22.22,22,,,2,,,,,,,,,,,,,,,
,115,,22,21.75,,,2,,,,,,,,,,,,,,,
,116,,21.75,21.7,,,2,,,,,,,,,,,,,,,
,117,,21.7,21.42,,,2,,,,,,,,,,,,,,,
,118,,21.42,18.52,,,2,,,,,,,,,,,,,,,
,119,,18.52,18.3,,,2,,,,,,,,,,,,,,,
,120,,18.3,17.5,,,2,,,,,,,,,,,,,,,
,121,,17.5,17.25,,,2,,,,,,,,,,,,,,,
,122,,17.25,16.54,,,2,,,,,,,,,,,,,,,
,123,,16.54,16.1,,,2,,,,,,,,,,,,,,,
,124,,16.1,16,,,2,,,,,,,,,,,,,,,
,125,,16,15.75,,,2,,,,,,,,,,,,,,,
,126,,15.75,14.68,,,2,,,,,,,,,,,,,,,
,127,,14.68,14.38,,,2,,,,,,,,,,,,,,,
,128,,14.38,14.32,,,2,,,,,,,,,,,,,,,
,129,,14.32,14,,,2,,,,,,,,,,,,,,,
,130,,14,13.9,,,2,,,,,,,,,,,,,,,
,131,,13.9,13.47,,,2,,,,,,,,,,,,,,,
,132,,13.47,13.3,,,2,,,,,,,,,,,,,,,
,133,,13.3,13.06,,,2,,,,,,,,,,,,,,,
,134,,13.06,12.59,LAST SYMETTRIC,,2,,,,,,,,,,,,,,,
,135,,12.59,12.37,,,2,,,,,,,,,,,,,,,
,136,,12.37,12.32,,,2,,,,,,,,,,,,,,,
,137,,12.32,12.27,,,2,,,,,,,,,,,,,,,
,138,,12.27,12.22,,,2,,,,,,,,,,,,,,,
,139,,12.22,12.17,,,2,,,,,,,,,,,,,,,
,140,,12.17,12.12,,,2,,,,,,,,,,,,,,,
,141,,12.12,12,,,2,,,,,,,,,,,,,,,
,142,,,,,,,,,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,,,,,,,,
,144,,,,,,,,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,,,,,,,,
,146,,,,,,,,,,,,,,,,,,,,,
,147,,,,,,,,,,,,,,,,,,,,,
,148,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
449,449,0,0,3500,,,5,0.335927533,1,,6.25,,,,17056,,,,,,,
450,450,1,3500,17200,,,5,0,,,0,,,,,,,,,,,
451,451,2,17200,20900,,,5,0.426054432,0,,6.25,,,,13448,,,,,,,
452,452,3,20900,23700,,,5,0.317604213,1,,6.25,,,,18040,,,,,,,
453,453,4,23700,28050,,,5,0.342514347,0,,6.25,,,,16728,,,,,,,
454,454,5,28050,31930,,,5,0.468945818,1,,6.25,,,,12218,,,,,,,
455,455,6,31930,32720,,,5,0.776365854,0,,6.25,,,,7380,,,,,,,
456,456,7,32720,36260,,,5,0.388182927,1,,6.25,,,,14760,,,,,,,
457,457,8,36260,37320,,,5,0,,,0,,,,,,,,,,,
458,458,9,37320,39160,,,5,0.529340355,0,,6.25,,,,10824,,,,,,,
459,459,10,39160,42360,,,5,0,,,0,,,,,,,,,,,
460,460,11,42360,45790,,,5,0.406237947,1,,6.25,,,,14104,,,,,,,
461,461,12,45790,47320,,,5,0.519887848,0,,6.25,,,,11020.8,,,,,,,
462,462,13,47320,48420,,,5,0,,,0,,,,,,,,,,,
463,463,14,48420,50300,,,5,0.519887848,1,,6.25,,,,11020.8,,,,,,,
464,464,15,50300,51930,,,5,0.349364634,0,,6.25,,,,16400,,,,,,,
465,465,16,51930,53730,,,5,0,,,0,,,,,,,,,,,
466,466,17,53730,58990,,,5,0.519887848,0,,6.25,,,,11020.8,,,,,,,
467,467,18,58990,59910,,,5,0.852108864,1,,6.25,,,,6724,,,,,,,
468,468,19,59910,64410,,,5,0,,,0,,,,,,,,,,,
469,469,20,64410,69690,,,5,0.406237947,1,,6.25,,,,14104,,,,,,,
470,470,21,69690,74827,,,5,0.388182927,0,,6.25,,,,14760,,,,,,,
471,471,22,74827,76027,,,5,0.58227439,1,,6.25,,,,9840,,,,,,,
472,472,23,76027,77353,,,5,0,,,0,,,,,,,,,,,
473,473,24,77353,81828,,,5,0.317604213,1,,6.25,,,,18040,,,,,,,
474,474,25,81828,84128,,,5,0,,,0,,,,,,,,,,,
475,475,26,84128,86608,,,5,0.367752246,0,,6.25,,,,15580,,,,,,,
476,476,27,86608,88008,,,5,0.492062865,1,,6.25,,,,11644,,,,,,,
477,477,28,88008,91088,,,5,0,,,0,,,,,,,,,,,
478,478,29,91088,92448,,,5,0.499092334,1,,6.25,,,,11480,,,,,,,
479,479,30,92448,94598,,,5,0.499092334,0,,6.25,,,,11480,,,,,,,
480,480,31,94598,95013,,,5,0,,,0,,,,,,,,,,,
481,481,32,95013,96513,,,5,0.499092334,1,,6.25,,,,11480,,,,,,,
482,482,33,96513,99363,,,5,0,,,0,,,,,,,,,,,
483,483,34,99363,101013,,,5,0.436705793,1,,6.25,,,,13120,,,,,,,
484,484,35,101013,102263,,,5,0.58227439,0,,6.25,,,,9840,,,,,,,
485,485,36,102263,104743,,,5,0,,,0,,,,,,,,,,,
486,486,37,104743,105673,,,5,0.459690308,0,,6.25,,,,12464,,,,,,,
487,487,38,105673,107840,,,5,0,,,0,,,,,,,,,,,
488,488,39,107840,108790,,,5,0.485228659,0,,6.25,,,,11808,,,,,,,
489,489,40,108790,109740,,,5,0,,,0,,,,,,,,,,,
490,490,41,109740,110585,,,5,0.415910279,1,,6.25,,,,13776,,,,,,,
491,491,42,110585,112555,,,5,0.363921494,0,,6.25,,,,15744,,,,,,,
492,492,43,112555,112935,,,5,0,,,0,,,,,,,,,,,
493,493,44,112935,114895,,,5,0.406237947,1,,6.25,,,,14104,,,,,,,
494,494,45,114895,116125,,,5,0.499092334,0,,6.25,,,,11480,,,,,,,
495,495,46,116125,116685,,,5,1.746823171,1,,6.25,,,,3280,,,,,,,
496,496,0,0,330,,,6,0,,,0,,,,,,,,,,,
497,497,1,330,990,,,6,0.873411585,1,,6.25,,,,6560,,,,,,,
498,498,2,990,2480,,,6,0,,,0,,,,,,,,,,,
499,499,3,2480,3040,,,6,1.617428862,1,,6.25,,,,3542.4,,,,,,,
500,500,4,3040,3520,,,6,0,,,0,,,,,,,,,,,
501,501,5,3520,4490,,,6,1.617428862,0,,6.25,,,,3542.4,,,,,,,
502,502,6,4490,4806,,,6,0,,,0,,,,,,,,,,,
503,503,7,4806,5082,,,6,4.367057927,0,,6.25,,,,1312,,,,,,,
504,504,8,5082,5347,,,6,0,,,0,,,,,,,,,,,
118,1,0,0,160.9,229,228.9,1,0,,,0,,,,,,,,,,,
119,2,1,160.9,482.7,228.9,228.7,1,9.966666667,0,5.75,6.25,0.5,,,574.8742475,,,,,,,
120,3,2,482.7,1222.84,228.7,228.24,1,0,,,0,,,,,,,,,,,
121,4,3,1222.84,2172.15,228.24,227.65,1,3.383333333,1,6.25,6.25,0,,,1693.471921,,,,,,,
122,5,4,2172.15,2445.68,227.65,227.48,1,0,,,0,,,,,,,,,,,
123,6,5,2445.68,2574.4,227.48,227.4,1,0.7,1,6.25,6.25,0,,,8185.114286,,,,,,,
124,7,6,2574.4,2654.85,227.4,227.35,1,0,,,0,,,,,,,,,,,
125,8,7,2654.85,2735.3,227.35,227.3,1,10,1,4.25,6.25,2,,,572.958,,,,,,,
126,9,8,2735.3,2815.75,227.3,227.25,1,0,,,0,,,,,,,,,,,
127,10,9,2815.75,2976.65,227.25,227.15,1,1.133333333,0,3.25,6.25,3,,,5055.511765,,,,,,,
128,11,10,2976.65,3620.25,227.15,226.75,1,0,,,0,,,,,,,,,,,
129,12,11,3620.25,3732.88,226.75,226.68,1,0,,,0,,,,,,,,,,,
130,13,12,3732.88,3829.42,226.68,226.62,1,0,,,0,,,,,,,,,,,
131,14,13,3829.42,3958.14,226.62,226.54,1,0,,,0,,,,,,,,,,,
132,15,14,3958.14,4119.04,226.54,226.44,1,0,,,0,,,,,,,,,,,
133,16,15,4119.04,4231.67,226.44,226.37,1,0,,,0,,,,,,,,,,,
134,17,16,4231.67,4344.3,226.37,226.3,1,0,,,0,,,,,,,,,,,
135,18,17,4344.3,4424.75,226.3,226.25,1,0,,,0,,,,,,,,,,,
136,19,18,4424.75,4473.02,226.25,226.22,1,0,,,0,,,,,,,,,,,
137,20,19,4473.02,5470.6,226.22,225.6,1,1,1,1.25,6.25,5,,,5729.58,,,,,,,
138,21,20,5470.6,5711.95,225.6,225.45,1,0,,,0,,,,,,,,,,,
139,22,21,5711.95,6114.2,225.45,225.2,1,1.283333333,0,0.25,6.25,6,,,4464.607792,,,,,,,
140,23,22,6114.2,6226.83,225.2,225.13,1,0,,,0,,,,,,,,,,,
141,24,23,6226.83,6725.62,225.13,224.82,1,1.066666667,1,1.5,6.25,4.75,,,5371.48125,,,,,,,
142,25,24,6725.62,6999.15,224.82,224.65,1,0,,,0,,,,,,,,,,,
143,26,25,6999.15,7369.22,224.65,224.42,1,0.85,0,2.25,6.25,4,,,6740.682353,,,,,,,
144,27,26,7369.22,8398.98,224.42,223.78,1,0,,,0,,,,,,,,,,,
145,28,27,8398.98,8527.7,223.78,223.7,1,0.233333333,0,1.114736477,1.114736477,0,,,24555.34286,,,,,,,
146,29,28,8527.7,9074.76,223.7,223.36,1,0,,,0,,,,,,,,,,,
147,30,29,9074.76,9830.99,223.36,222.89,1,1.133333333,1,3.25,6.25,3,,,5055.511765,,,,,,,
148,31,30,9830.99,10201.06,222.89,222.66,1,0,,,0,,,,,,,,,,,
149,32,31,10201.06,10555.04,222.66,222.44,1,1.216666667,0,2.75,6.25,3.5,,,4709.243836,,,,,,,
150,33,32,10555.04,12872,222.44,221,1,0,,,0,,,,,,,,,,,
151,34,33,12872,13129.44,221,220.84,1,1,0,2.25,6.25,4,,,5729.58,,,,,,,
152,35,34,13129.44,20579.11,220.84,216.21,1,0,,,0,,,,,,,,,,,
153,36,35,20579.11,21206.62,216.21,215.82,1,1,1,2.37,6.25,3.88,,,5729.58,,,,,,,
154,37,36,21206.62,24231.54,215.82,213.94,1,0,,,0,,,,,,,,,,,
155A,38A,37,24231.54,24842.96,213.94,213.56,1,1.05,0,2.25,6.25,4,,,5456.742857,,,,,,,
155B,38B,38,24842.96,25454.38,213.56,213.18,1,1,0,2.25,6.25,4,,,5729.58,,,,,,,
156,39,39,25454.38,25792.27,213.18,212.97,1,0,,,0,,,,,,,,,,,
157,40,40,25792.27,26451.96,212.97,212.56,1,1,0,1.5,6.25,4.75,,,5729.58,,,,,,,
158,41,41,26451.96,27755.25,212.56,211.75,1,0,,,0,,,,,,,,,,,
159,42,42,27755.25,28077.05,211.75,211.55,1,1,1,2.5,6.25,3.75,,,5729.58,,,,,,,
160,43,43,28077.05,28785.01,211.55,211.11,1,0,,,0,,,,,,,,,,,
161,44,44,28785.01,28962,211.11,211,1,1,1,1.25,6.25,5,,,5729.58,,,,,,,
162,45,45,28962,30249.2,211,210.2,1,0,,,0,,,,,,,,,,,
163,46,46,30249.2,30619.27,210.2,209.97,1,1.066666667,1,2.25,6.25,4,,,5371.48125,,,,,,,
164,47,47,30619.27,35156.65,209.97,207.15,1,0,,,0,,,,,,,,,,,
165,48,48,35156.65,35526.72,207.15,206.92,1,1,0,1.5,6.25,4.75,,,5729.58,,,,,,,
166,49,49,35526.72,38085.03,206.92,205.33,1,0,,,0,,,,,,,,,,,
167,50,50,38085.03,38455.1,205.33,205.1,1,1,0,2.37,6.25,3.88,,,5729.58,,,,,,,
168,51,51,38455.1,54866.9,205.1,194.9,1,0,,,0,,,,,,,,,,,
169A,52A,52,54866.9,55371.05333,194.9,194.5866667,1,1.566666667,0,0.75,6.25,5.5,,,3657.178723,,,,,,,
169B,52B,53,55371.05333,55875.20667,194.5866667,194.2733333,1,1,0,0.75,6.25,5.5,,,5729.58,,,,,,,
169C,52C,54,55875.20667,56379.36,194.2733333,193.96,1,1.566666667,0,0.75,6.25,5.5,,,3657.178723,,,,,,,
170,53,55,56379.36,61206.36,193.96,190.96,1,0,,,0,,,,,,,,,,,
171A,54A,56,61206.36,61335.08,190.96,190.88,1,3.016666667,1,3.87,6.25,2.38,,,1899.308287,,,,,,,
171B,54B,57,61335.08,61544.25,190.88,190.75,1,2.833333333,1,3.87,6.25,2.38,,,2022.204706,,,,,,,
171C,54C,58,61544.25,61785.6,190.75,190.6,1,1.366666667,1,3.87,6.25,2.38,,,4192.37561,,,,,,,
171D,54D,59,61785.6,61978.68,190.6,190.48,1,1.05,1,0.62,6.25,5.63,,,5456.742857,,,,,,,
171E,54E,60,61978.68,62171.76,190.48,190.36,1,0.816666667,1,0.62,6.25,5.63,,,7015.812245,,,,,,,
172,55,61,62171.76,62638.37,190.36,190.07,1,0,,,0,,,,,,,,,,,
173,56,62,62638.37,62927.99,190.07,189.89,1,3.25,0,2.25,6.25,4,,,1762.947692,,,,,,,
174,57,63,62927.99,63716.4,189.89,189.4,1,0,,,0,,,,,,,,,,,
175,58,64,63716.4,63989.93,189.4,189.23,1,4,1,2,6.25,4.25,,,1432.395,,,,,,,
176,59,65,63989.93,64102.56,189.23,189.16,1,0,,,0,,,,,,,,,,,
177,60,66,64102.56,64231.28,189.16,189.08,1,0.5,1,5.75,6.25,0.5,,,11459.16,,,,,,,
178,61,67,64231.28,64343.91,189.08,189.01,1,0,,,0,,,,,,,,,,,
179,62,68,64343.91,64456.54,189.01,188.94,1,0.5,0,6,6.25,0.25,,,11459.16,,,,,,,
180,63,69,64456.54,65164.5,188.94,188.5,1,0,,,0,,,,,,,,,,,
181,64,70,65164.5,65341.49,188.5,188.39,1,1,1,2.87,6.25,3.38,,,5729.58,,,,,,,
182,65,71,65341.49,65438.03,188.39,188.33,1,0,,,0,,,,,,,,,,,
183,66,72,65438.03,65615.02,188.33,188.22,1,1,1,4.37,6.25,1.88,,,5729.58,,,,,,,
184,67,73,65615.02,65969,188.22,188,1,0,,,0,,,,,,,,,,,
185,68,74,65969,66322.98,188,187.78,1,1,0,4.37,6.25,1.88,,,5729.58,,,,,,,
186,69,75,66322.98,66757.41,187.78,187.51,1,0,,,0,,,,,,,,,,,
187,70,76,66757.41,67014.85,187.51,187.35,1,1,1,4,6.25,2.25,,,5729.58,,,,,,,
188,71,77,67014.85,67175.75,187.35,187.25,1,0,,,0,,,,,,,,,,,
189,72,78,67175.75,67417.1,187.25,187.1,1,2.016666667,0,2.62,6.25,3.63,,,2841.11405,,,,,,,
190,73,79,67417.1,67497.55,187.1,187.05,1,0,,,0,,,,,,,,,,,
191,74,80,67497.55,67658.45,187.05,186.95,1,1.683333333,1,3.25,6.25,3,,,3403.710891,,,,,,,
192,75,81,67658.45,67771.08,186.95,186.88,1,0,,,0,,,,,,,,,,,
193A,76A,82,67771.08,68007.06667,186.88,186.7333333,1,2.75,1,2.25,6.25,4,,,2083.483636,,,,,,,
193B,76B,83,68007.06667,68243.05333,186.7333333,186.5866667,1,4,1,2.25,6.25,4,,,1432.395,,,,,,,
193C,76C,84,68243.05333,68479.04,186.5866667,186.44,1,1.5,1,2.25,6.25,4,,,3819.72,,,,,,,
194,77,85,68479.04,69219.18,186.44,185.98,1,0,,,0,,,,,,,,,,,
195,78,86,69219.18,69508.8,185.98,185.8,1,1.6,0,5.12,6.25,1.13,,,3580.9875,,,,,,,
196,79,87,69508.8,69540.98,185.8,185.78,1,0,,,0,,,,,,,,,,,
197A,80A,88,69540.98,69637.52,185.78,185.72,1,9.766666667,0,4.62,6.25,1.63,,,586.6464164,,,,,,,
197B,80B,89,69637.52,69734.06,185.72,185.66,1,9.833333333,0,4.62,6.25,1.63,,,582.6691525,,,,,,,
197C,80C,90,69734.06,69959.32,185.66,185.52,1,1.483333333,0,4.62,6.25,1.63,,,3862.638202,,,,,,,
197D,80D,91,69959.32,70120.22,185.52,185.42,1,1.5,0,4.62,6.25,1.63,,,3819.72,,,,,,,
197E,80E,92,70120.22,70265.03,185.42,185.33,1,5.316666667,0,4.62,6.25,1.63,,,1077.66395,,,,,,,
197F,80F,93,70265.03,70425.93,185.33,185.23,1,5.1,0,4.62,6.25,1.63,,,1123.447059,,,,,,,
198,81,94,70425.93,70522.47,185.23,185.17,1,0,,,0,,,,,,,,,,,
199,82,95,70522.47,70667.28,185.17,185.08,1,2,1,5.12,6.25,1.13,,,2864.79,,,,,,,
200,83,96,70667.28,70828.18,185.08,184.98,1,0,,,0,,,,,,,,,,,
201A,84A,97,70828.18,70908.63,184.98,184.93,1,2.233333333,0,5,6.25,1.25,,,2565.483582,,,,,,,
201B,84B,98,70908.63,71005.17,184.93,184.87,1,2.366666667,0,5,6.25,1.25,,,2420.949296,,,,,,,
202,85,99,71005.17,71085.62,184.87,184.82,1,0,,,0,,,,,,,,,,,
203,86,100,71085.62,71246.52,184.82,184.72,1,3,1,4.62,6.25,1.63,,,1909.86,,,,,,,
204,87,101,71246.52,71423.51,184.72,184.61,1,0,,,0,,,,,,,,,,,
205A,88A,102,71423.51,71745.31,184.61,184.41,1,3,1,3.75,6.25,2.5,,,1909.86,,,,,,,
205B,88B,103,71745.31,72067.11,184.41,184.21,1,1.95,1,3.75,6.25,2.5,,,2938.246154,,,,,,,
206,89,104,72067.11,72405,184.21,184,1,0,,,0,,,,,,,,,,,
207,90,105,72405,72614.17,184,183.87,1,3.3,1,3.25,6.25,3,,,1736.236364,,,,,,,
208,91,106,72614.17,72742.89,183.87,183.79,1,0,,,0,,,,,,,,,,,
209A,92A,107,72742.89,72855.52,183.79,183.72,1,0.216666667,1,0.682556452,0.682556452,0,,,26444.21538,,,,,,,
209B,92B,108,72855.52,72952.06,183.72,183.66,1,0.166666667,1,0,0,0,,,34377.48,,,,,,,
210,93,109,72952.06,73885.28,183.66,183.08,1,0,,,0,,,,,,,,,,,
211A,94A,110,73885.28,74255.35,183.08,182.85,1,4,1,1.25,6.25,5,,,1432.395,,,,,,,
211B,94B,111,74255.35,74641.51,182.85,182.61,1,4.166666667,1,1.25,6.25,5,,,1375.0992,,,,,,,
212,95,112,74641.51,75542.55,182.61,182.05,1,0,,,0,,,,,,,,,,,
213,96,113,75542.55,75703.45,182.05,181.95,1,4.95,0,0.75,6.25,5.5,,,1157.490909,,,,,,,
214,97,114,75703.45,76958.47,181.95,181.17,1,0,,,0,,,,,,,,,,,
215,98,115,76958.47,77505.53,181.17,180.83,1,1.75,0,0.75,6.25,5.5,,,3274.045714,,,,,,,
216,99,116,77505.53,81608.48,180.83,178.28,1,0,,,0,,,,,,,,,,,
217,100,117,81608.48,81672.84,178.28,178.24,1,0.03,1,0,0.38,0.38,,,190986,,,,,,,
218,101,118,81672.84,82235.99,178.24,177.89,1,0,,,0,,,,,,,,,,,
219,102,119,82235.99,82396.89,177.89,177.79,1,0.04,1,0,0.75,0.75,,,143239.5,,,,,,,
220,103,120,82396.89,87947.94,177.79,174.34,1,0,,,0,,,,,,,,,,,
221,104,121,87947.94,88591.54,174.34,173.94,1,1.55,1,0.37,6.25,5.88,,,3696.503226,,,,,,,
222,105,122,88591.54,89605.21,173.94,173.31,1,0,,,0,,,,,,,,,,,
223,106,123,89605.21,89878.74,173.31,173.14,1,1.25,0,1.12,6.25,5.13,,,4583.664,,,,,,,
224,107,124,89878.74,91230.3,173.14,172.3,1,0,,,0,,,,,,,,,,,
225A,108A,125,91230.3,91471.65,172.3,172.15,1,1.483333333,0,1.12,6.25,5.13,,,3862.638202,,,,,,,
225B,108B,126,91471.65,91793.45,172.15,171.95,1,1.266666667,0,1.87,6.25,4.38,,,4523.352632,,,,,,,
225C,108C,127,91793.45,92099.16,171.95,171.76,1,1.05,0,2.75,6.25,3.5,,,5456.742857,,,,,,,
226,109,128,92099.16,93482.9,171.76,170.9,1,0,,,0,,,,,,,,,,,
227,110,129,93482.9,93563.35,170.9,170.85,1,0.983333333,1,1.12,6.25,5.13,,,5826.691525,,,,,,,
228,111,130,93563.35,96781.35,170.85,168.85,1,0,,,0,,,,,,,,,,,
229,112,131,96781.35,97022.7,168.85,168.7,1,0.03,0,0,0.38,0.38,,,190986,,,,,,,
230,113,132,97022.7,98374.26,168.7,167.86,1,0,,,0,,,,,,,,,,,
231,114,133,98374.26,98535.16,167.86,167.76,1,0.096666667,1,0,0.38,0.38,,,59271.51724,,,,,,,
232,115,134,98535.16,98583.43,167.76,167.73,1,0,,,0,,,,,,,,,,,
233,116,135,98583.43,98728.24,167.73,167.64,1,0.09,0,0,0.38,0.38,,,63662,,,,,,,
234,117,136,98728.24,102895.55,167.64,165.05,1,0,,,0,,,,,,,,,,,
235,0,0,0,160.9,229,228.9,3,0,,,0,,,,,,,,,,,
236,2,1,160.9,482.7,228.9,228.7,3,10.23333333,0,5.75,6.25,0.5,,,559.8938111,,,,,,,
237,3,2,482.7,1222.84,228.7,228.24,3,0,,,0,,,,,,,,,,,
238,4,3,1222.84,2172.15,228.24,227.65,3,3.366666667,1,6.25,6.25,0,,,1701.855446,,,,,,,
239,5,4,2172.15,2445.68,227.65,227.48,3,0,,,0,,,,,,,,,,,
240,6,5,2445.68,2574.4,227.48,227.4,3,1.133333333,1,6.25,6.25,0,,,5055.511765,,,,,,,
241,7,6,2574.4,2654.85,227.4,227.35,3,0,,,0,,,,,,,,,,,
242,8,7,2654.85,2735.3,227.35,227.3,3,10,1,4.25,6.25,2,,,572.958,,,,,,,
243,9,8,2735.3,2815.75,227.3,227.25,3,0,,,0,,,,,,,,,,,
244,10,9,2815.75,2976.65,227.25,227.15,3,1.133333333,0,3.25,6.25,3,,,5055.511765,,,,,,,
