Track_num,Section_id,Curve_degree,Curve_direction,Cant,Max_speed,length,Section,Track_id,Start_loc,End_loc,Track_segment
A,4052,0.3,1,7,,179.82,MID,MID_A,0,179.82,0
3,4053,0.2,1,7,,159.247,SO,SO_3,125104.135,125263.382,167
2,4054,0,,,,17.394,SO,SO_2,125013.897,125031.291,159
2,4055,0,,,,284.044,SO,SO_2,124729.853,125013.897,158
2,4056,0,,,,1528.8,SO,SO_2,123201.053,124729.853,157
3,4057,0.35,1,7,,174.635,SO,SO_3,124929.5,125104.135,166
2,4058,1.3,1,7,,753.912,SO,SO_2,122447.141,123201.053,156
3,4059,0,,,,1645.615,SO,SO_3,123096.36,124741.975,163
3,4060,0,,,,16.073,SO,SO_3,124741.975,124758.048,164
3,4061,0,,,,171.452,SO,SO_3,124758.048,124929.5,165
2,4062,0,,,,441.953,SO,SO_2,122005.188,122447.141,155
3,4063,1.2,1,7,,756.089,SO,SO_3,122340.271,123096.36,162
2,4064,0,,,,3533.634,SO,SO_2,118372.086,121905.72,153
2,4065,0,,,,267.841,SO,SO_2,118104.245,118372.086,152
2,4066,0,,,,121.151,SO,SO_2,117983.094,118104.245,151
2,4067,0,,,,2360.437,SO,SO_2,115622.657,117983.094,150
3,4068,0.3,1,7,,99.557,SO,SO_3,121799.077,121898.634,160
2,4069,0.3,1,7,,99.468,SO,SO_2,121905.72,122005.188,154
3,4070,0,,,,441.637,SO,SO_3,121898.634,122340.271,161
2,4071,0.1,1,7,,481.014,SO,SO_2,115141.643,115622.657,149
3,4072,0,,,,2358.126,SO,SO_3,115519.605,117877.731,155
3,4073,0,,,,231.199,SO,SO_3,117877.731,118108.93,156
3,4074,0,,,,20.951,SO,SO_3,118108.93,118129.881,157
3,4075,0,,,,51.257,SO,SO_3,118129.881,118181.138,158
3,4076,0,,,,3617.939,SO,SO_3,118181.138,121799.077,159
2,4077,0,,,,2594.359,SO,SO_2,112547.284,115141.643,148
2,4078,0,,,,300.801,SO,SO_2,112246.483,112547.284,147
3,4079,0.2,1,7,,481.284,SO,SO_3,115038.321,115519.605,154
3,4080,0,,,,159.463,SO,SO_3,95785.993,95945.456,140
2,4081,0.5,1,7,,1009.908,SO,SO_2,111236.575,112246.483,146
3,4082,0,,,,2894.399,SO,SO_3,112143.922,115038.321,153
3,4083,0.25,1,7,,1868.696,SO,SO_3,109265.44,111134.136,150
2,4084,0,,,,4973.088,SO,SO_2,104393.777,109366.865,144
4,4085,0.2,1,7,,1867.697,ABE,ABE_4,13479.698,15347.395,10
2,4086,0.2,1,7,,1869.71,SO,SO_2,109366.865,111236.575,145
3,4087,0.55,1,7,,816.883,SO,SO_3,111134.136,111951.019,151
3,4088,0.55,1,7,,192.903,SO,SO_3,111951.019,112143.922,152
4,4089,0.55,1,7,,1008.755,ABE,ABE_4,15347.395,16356.15,11
3,4090,0,,,,4973.175,SO,SO_3,104292.265,109265.44,149
2,4091,0.55,1,7,,800.567,SO,SO_2,103593.21,104393.777,143
4,4092,0,,,,4973.265,ABE,ABE_4,8506.433,13479.698,9
3,4093,0.6,1,7,,799.482,SO,SO_3,103492.783,104292.265,148
2,4094,0,,,,1177.418,SO,SO_2,102415.792,103593.21,142
2,4095,0,,,,206.12,SO,SO_2,102209.672,102415.792,141
4,4096,0.6,1,7,,798.39,ABE,ABE_4,7708.043,8506.433,8
3,4097,0,,,,1384.269,SO,SO_3,102108.514,103492.783,147
2,4098,1,1,7,,1248.046,SO,SO_2,100961.626,102209.672,140
4,4099,0,,,,207.108,ABE,ABE_4,6323.028,6530.136,6
4,4100,0,,,,1177.907,ABE,ABE_4,6530.136,7708.043,7
3,4101,1,1,7,,1250.584,SO,SO_3,100857.93,102108.514,146
2,4102,0,,,,2395.392,SO,SO_2,98566.234,100961.626,139
4,4103,1,1,7,,1253.121,ABE,ABE_4,5069.907,6323.028,5
3,4104,0,,,,2395.29,SO,SO_3,98462.64,100857.93,145
2,4105,0.7,1,7,,1642.067,SO,SO_2,96924.167,98566.234,138
4,4106,0,,,,2395.192,ABE,ABE_4,2674.715,5069.907,4
3,4107,0.7,1,7,,1285.881,SO,SO_3,96824.505,98110.386,143
3,4108,0.7,1,7,,352.254,SO,SO_3,98110.386,98462.64,144
2,4109,0,,,,1031.789,SO,SO_2,95892.378,96924.167,137
4,4110,0.7,1,7,,1427.599,ABE,ABE_4,1038.577,2466.176,2
4,4111,0.7,1,7,,208.539,ABE,ABE_4,2466.176,2674.715,3
2,4112,0.75,1,7,,1467.911,SO,SO_2,94424.467,95892.378,136
4,4113,0,,,,567.006,ABE,ABE_4,0,567.006,0
4,4114,0,,,,471.571,ABE,ABE_4,567.006,1038.577,1
2,4115,0.5,1,7,,177.44,SO,SO_2,89401.759,89579.199,131
2,4116,0.5,1,7,,31.488,SO,SO_2,89370.271,89401.759,130
2,4117,0.5,1,7,,349.782,SO,SO_2,89020.489,89370.271,129
3,4118,0.5,1,7,,720.964,SO,SO_3,89476.455,90197.419,131
2,4119,0.5,1,7,,724.65,SO,SO_2,89579.199,90303.849,132
2,4120,1.4,1,7,,509.999,SO,SO_2,88510.49,89020.489,128
2,4121,0.15,1,7,,2628.842,SO,SO_2,84327.105,86955.947,125
3,4122,0,,,,1122.815,SO,SO_3,86847.947,87970.762,124
3,4123,0,,,,2.783,SO,SO_3,87970.762,87973.545,125
2,4124,0.55,1,7,,326.839,SO,SO_2,84000.266,84327.105,124
3,4125,0.2,1,7,,2627.708,SO,SO_3,84220.239,86847.947,123
2,4126,0,,,,82.134,SO,SO_2,83380.895,83463.029,122
3,4127,0.6,1,7,,535.589,SO,SO_3,83358.004,83893.593,121
2,4128,1.1,1,7,,343.484,SO,SO_2,83037.411,83380.895,121
3,4129,0,,,,82.19,SO,SO_3,83275.814,83358.004,120
2,4130,0,,,,251.648,SO,SO_2,82785.763,83037.411,120
3,4131,1.2,1,7,,343.133,SO,SO_3,82932.681,83275.814,119
2,4132,0.9,1,7,,1209.716,SO,SO_2,79447.645,80657.361,118
2,4133,0.9,1,7,,4.437,SO,SO_2,79443.208,79447.645,117
3,4134,0,,,,2128.122,SO,SO_3,80553.071,82681.193,116
2,4135,0,,,,147.32,SO,SO_2,79295.888,79443.208,116
3,4136,0.85,1,7,,117.626,SO,SO_3,79336.937,79454.563,114
3,4137,0.85,1,7,,1098.508,SO,SO_3,79454.563,80553.071,115
1,4138,0,,,,349.779,WIL,WIL_1,38451.222,38801.001,46
2,4140,1.45,1,7,,1174.622,SO,SO_2,77643.76,78818.382,111
1,4141,1.4,1,7,,1171.128,WIL,WIL_1,37152.211,38323.339,44
3,4142,0,,,,130.564,SO,SO_3,78712.204,78842.768,110
2,4143,0,,,,1.982,SO,SO_2,77641.778,77643.76,110
2,4144,0,,,,1300.408,SO,SO_2,76341.37,77641.778,109
1,4145,0,,,,1301.962,WIL,WIL_1,35850.249,37152.211,43
3,4146,1.4,1,7,,1178.138,SO,SO_3,77534.066,78712.204,109
2,4147,1.05,1,7,,639.414,SO,SO_2,75701.956,76341.37,108
1,4148,1,1,7,,641.089,WIL,WIL_1,35209.16,35850.249,42
3,4149,0,,,,1298.841,SO,SO_3,76231.261,77530.102,106
3,4150,0,,,,1.982,SO,SO_3,77530.102,77532.084,107
3,4151,0,,,,1.982,SO,SO_3,77532.084,77534.066,108
2,4152,0,,,,2167.848,SO,SO_2,73534.108,75701.956,107
1,4153,0,,,,2167.916,WIL,WIL_1,33041.244,35209.16,41
3,4154,1.1,1,7,,637.761,SO,SO_3,75593.5,76231.261,105
2,4155,0.95,1,7,,887.58,SO,SO_2,72646.528,73534.108,106
1,4156,1,1,7,,889.171,WIL,WIL_1,32152.073,33041.244,40
3,4157,0,,,,2167.763,SO,SO_3,73425.737,75593.5,104
2,4158,0,,,,1423.727,SO,SO_2,71222.801,72646.528,105
1,4159,0,,,,1423.691,WIL,WIL_1,30728.382,32152.073,39
3,4160,1,1,7,,886.005,SO,SO_3,72539.732,73425.737,103
2,4161,0.55,1,7,,927.46,SO,SO_2,70295.341,71222.801,104
1,4162,0.5,1,7,,928.767,WIL,WIL_1,29799.615,30728.382,38
3,4163,0,,,,1423.837,SO,SO_3,71115.895,72539.732,102
2,4164,0,,,,803.948,SO,SO_2,69491.393,70295.341,103
1,4165,0,,,,803.958,WIL,WIL_1,28995.657,29799.615,37
3,4166,0.6,1,7,,925.563,SO,SO_3,70190.332,71115.895,101
2,4167,0.2,1,7,,1463.096,SO,SO_2,68028.297,69491.393,102
1,4168,0.2,1,7,,1464.323,WIL,WIL_1,27531.334,28995.657,36
3,4169,0,,,,803.938,SO,SO_3,69386.394,70190.332,100
2,4170,0,,,,2820.778,SO,SO_2,65207.519,68028.297,101
1,4171,0,,,,2820.582,WIL,WIL_1,24710.752,27531.334,35
3,4172,0.2,1,7,,1461.872,SO,SO_3,67924.522,69386.394,99
2,4173,0.6,1,7,,253.954,SO,SO_2,64953.565,65207.519,100
1,4174,0.6,1,7,,254.219,WIL,WIL_1,24456.533,24710.752,34
3,4175,0,,,,2820.983,SO,SO_3,65103.539,67924.522,98
2,4176,0,,,,1693.806,SO,SO_2,63259.759,64953.565,99
3,4177,0.6,1,7,,253.684,SO,SO_3,64849.855,65103.539,97
1,4178,0,,,,351.741,WIL,WIL_1,24104.792,24456.533,33
1,4179,0,,,,1342.393,WIL,WIL_1,22762.399,24104.792,32
2,4181,0.55,1,7,,2568.392,SO,SO_2,60691.367,63259.759,98
1,4182,0.4,1,7,,2566.162,WIL,WIL_1,20196.237,22762.399,31
3,4183,0,,,,1693.481,SO,SO_3,63156.374,64849.855,96
2,4188,0,,,,791.842,SO,SO_2,59899.525,60691.367,97
2,4189,0,,,,15.127,SO,SO_2,59884.398,59899.525,96
2,4190,0,,,,34.68,SO,SO_2,59849.718,59884.398,95
2,4191,0,,,,84.998,SO,SO_2,59764.72,59849.718,94
2,4192,0,,,,33.584,SO,SO_2,59731.136,59764.72,93
2,4193,0,,,,111.085,SO,SO_2,59620.051,59731.136,92
2,4194,0,,,,9.684,SO,SO_2,59610.367,59620.051,91
2,4195,0,,,,18.285,SO,SO_2,59592.082,59610.367,90
2,4196,0,,,,3210.423,SO,SO_2,56381.659,59592.082,89
2,4197,0,,,,414.664,SO,SO_2,55966.995,56381.659,88
1,4198,0,,,,701.015,WIL,WIL_1,19495.222,20196.237,30
1,4199,0,,,,94.158,WIL,WIL_1,19401.064,19495.222,29
1,4200,0,,,,34.998,WIL,WIL_1,19366.066,19401.064,28
1,4201,0,,,,229.028,WIL,WIL_1,19137.038,19366.066,27
1,4202,0,,,,28.177,WIL,WIL_1,19108.861,19137.038,26
1,4203,0,,,,65.894,WIL,WIL_1,19042.967,19108.861,25
1,4204,0,,,,3145.176,WIL,WIL_1,15897.791,19042.967,24
1,4205,0,,,,425.705,WIL,WIL_1,15472.086,15897.791,23
3,4206,0.5,1,7,,2570.578,SO,SO_3,60585.796,63156.374,95
2,4207,0.2,1,7,,524.957,SO,SO_2,55442.038,55966.995,87
1,4208,0.1,1,7,,525.278,WIL,WIL_1,14946.808,15472.086,22
3,4209,0,,,,3544.636,SO,SO_3,55860.538,59405.174,87
3,4210,0,,,,88.932,SO,SO_3,59405.174,59494.106,88
3,4211,0,,,,118.31,SO,SO_3,59494.106,59612.416,89
3,4212,0,,,,34.203,SO,SO_3,59612.416,59646.619,90
3,4213,0,,,,135.176,SO,SO_3,59646.619,59781.795,91
3,4214,0,,,,111.887,SO,SO_3,59781.795,59893.682,92
3,4215,0,,,,291.409,SO,SO_3,59893.682,60185.091,93
3,4216,0,,,,400.705,SO,SO_3,60185.091,60585.796,94
2,4217,0,,,,1840.346,SO,SO_2,53601.692,55442.038,86
1,4218,0,,,,1840.279,WIL,WIL_1,13106.529,14946.808,21
3,4219,0.2,1,7,,525.118,SO,SO_3,55335.42,55860.538,86
2,4220,0.5,1,7,,255.015,SO,SO_2,53346.677,53601.692,85
1,4221,0.6,1,7,,254.994,WIL,WIL_1,12851.535,13106.529,20
3,4222,0,,,,1840.314,SO,SO_3,53495.106,55335.42,85
2,4223,0,,,,1193.088,SO,SO_2,52153.589,53346.677,84
1,4224,0,,,,378.014,WIL,WIL_1,12473.521,12851.535,19
1,4225,0,,,,815.189,WIL,WIL_1,11658.332,12473.521,18
3,4226,0.5,1,7,,255.275,SO,SO_3,53239.831,53495.106,84
2,4227,0.5,1,7,,897.776,SO,SO_2,51255.813,52153.589,83
1,4228,0.5,1,7,,898.503,WIL,WIL_1,10759.829,11658.332,17
3,4229,0,,,,1192.582,SO,SO_3,52047.249,53239.831,83
2,4230,0,,,,339.724,SO,SO_2,50916.089,51255.813,82
1,4231,0,,,,339.691,WIL,WIL_1,10420.138,10759.829,16
3,4232,0.6,1,7,,896.478,SO,SO_3,51150.771,52047.249,82
2,4233,1.1,1,7,,724.521,SO,SO_2,50191.568,50916.089,81
1,4234,1,1,7,,723.752,WIL,WIL_1,9696.386,10420.138,15
3,4235,0,,,,342.807,SO,SO_3,50807.964,51150.771,81
2,4236,0,,,,2016.485,SO,SO_2,48175.083,50191.568,80
1,4237,0,,,,2016.086,WIL,WIL_1,7680.3,9696.386,14
3,4238,1,1,7,,722.941,SO,SO_3,50085.023,50807.964,80
2,4239,0,,,,608.991,SO,SO_2,46779.067,47388.058,78
1,4240,0,,,,608.782,WIL,WIL_1,6284.755,6893.537,12
3,4241,0.6,1,7,,787.864,SO,SO_3,47280.576,48068.44,78
2,4242,0.6,1,7,,787.025,SO,SO_2,47388.058,48175.083,79
1,4243,0.5,1,7,,786.763,WIL,WIL_1,6893.537,7680.3,13
3,4244,0,,,,2016.583,SO,SO_3,48068.44,50085.023,79
2,4245,1,1,7,,841.901,SO,SO_2,45937.166,46779.067,77
1,4246,1.1,1,7,,787.062,WIL,WIL_1,5497.693,6284.755,11
3,4247,0,,,,608.703,SO,SO_3,46671.873,47280.576,77
2,4248,0,,,,55.137,SO,SO_2,45882.029,45937.166,76
2,4249,0,,,,97.758,SO,SO_2,45784.271,45882.029,75
2,4250,0,,,,83.024,SO,SO_2,45701.247,45784.271,74
2,4251,0,,,,148.803,SO,SO_2,45552.444,45701.247,73
2,4252,0,,,,681.196,SO,SO_2,44871.248,45552.444,72
3,4253,1.1,1,7,,840.79,SO,SO_3,45831.083,46671.873,76
2,4254,0.95,1,7,,1164.378,SO,SO_2,43706.87,44871.248,71
3,4255,0,,,,568.222,SO,SO_3,44765.28,45333.502,72
3,4256,0,,,,332.522,SO,SO_3,45333.502,45666.024,73
3,4257,0,,,,126.772,SO,SO_3,45666.024,45792.796,74
3,4258,0,,,,38.287,SO,SO_3,45792.796,45831.083,75
1,4259,0.95,1,7,,1163.841,WIL,WIL_1,3211.736,4375.577,7
2,4260,0,,,,1548.313,SO,SO_2,42158.557,43706.87,70
1,4261,0,,,,1550.277,WIL,WIL_1,1661.459,3211.736,6
3,4262,0.95,1,7,,1162.689,SO,SO_3,43602.591,44765.28,71
2,4263,3.8,1,7,,870.54,SO,SO_2,41288.017,42158.557,69
1,4264,3.8,1,7,,865.061,WIL,WIL_1,796.398,1661.459,5
3,4265,0,,,,1551.726,SO,SO_3,42050.865,43602.591,70
2,4266,1,1,7,,21.171,SO,SO_2,41266.846,41288.017,68
2,4267,1,1,7,,58.184,SO,SO_2,41208.662,41266.846,67
1,4268,1.7,1,7,,19.238,WIL,WIL_1,777.16,796.398,4
1,4269,1.7,1,7,,59.946,WIL,WIL_1,717.214,777.16,3
3,4270,3.65,1,7,,873.305,SO,SO_3,41177.56,42050.865,69
2,4271,0,,,,87.735,SO,SO_2,41120.927,41208.662,66
2,4272,0,,,,196.835,SO,SO_2,40924.092,41120.927,65
2,4273,0,,,,7.055,SO,SO_2,40917.037,40924.092,64
1,4274,0,,,,291.53,WIL,WIL_1,425.684,717.214,2
3,4275,1,1,7,,56.183,SO,SO_3,41099.015,41155.198,67
3,4276,1,1,7,,22.362,SO,SO_3,41155.198,41177.56,68
2,4277,2.6,1,7,,329.875,SO,SO_2,40587.162,40917.037,63
2,4278,2.6,1,7,,94.111,SO,SO_2,40493.051,40587.162,62
2,4279,2.6,1,7,,106.481,SO,SO_2,40386.57,40493.051,61
1,4280,2.6,1,7,,71.79,WIL,WIL_1,353.894,425.684,1
1,4281,2.6,1,7,,353.894,WIL,WIL_1,0,353.894,0
3,4282,0,,,,7.002,SO,SO_3,40807.178,40814.18,64
3,4283,0,,,,193.632,SO,SO_3,40814.18,41007.812,65
3,4284,0,,,,91.203,SO,SO_3,41007.812,41099.015,66
2,4285,0,,,,565.744,SO,SO_2,39252.318,39818.062,59
2,4286,0,,,,320.217,SO,SO_2,38932.101,39252.318,58
2,4287,0,,,,129.15,SO,SO_2,38802.951,38932.101,57
2,4288,0,,,,475.525,SO,SO_2,38327.426,38802.951,56
3,4289,1.8,1,7,,567.499,SO,SO_3,39713.54,40281.039,58
2,4290,1.6,1,7,,568.508,SO,SO_2,39818.062,40386.57,60
3,4291,3,1,7,,99.421,SO,SO_3,40281.039,40380.46,59
3,4292,3,1,7,,3.043,SO,SO_3,40380.46,40383.503,60
3,4293,3,1,7,,92.344,SO,SO_3,40383.503,40475.847,61
3,4294,3,1,7,,232.743,SO,SO_3,40475.847,40708.59,62
3,4295,3,1,7,,98.588,SO,SO_3,40708.59,40807.178,63
2,4296,0.55,1,7,,714.188,SO,SO_2,37613.238,38327.426,55
1,4297,0.4,1,7,,713.654,BEL,BEL_1,3692.146,4405.8,6
3,4298,0,,,,673.789,SO,SO_3,38224.572,38898.361,55
3,4299,0,,,,172.204,SO,SO_3,38898.361,39070.565,56
3,4300,0,,,,642.975,SO,SO_3,39070.565,39713.54,57
2,4301,0,,,,301.667,SO,SO_2,35947.695,36249.362,53
1,4302,0,,,,301.703,BEL,BEL_1,2027.615,2329.318,4
3,4303,0.5,1,7,,1363.449,SO,SO_3,36143.345,37506.794,53
3,4304,0,,,,119.636,SO,SO_3,30330.372,30450.008,44
3,4305,0,,,,33.693,SO,SO_3,30450.008,30483.701,45
2,4306,0.55,1,7,,1363.876,SO,SO_2,36249.362,37613.238,54
1,4307,0.4,1,7,,1362.828,BEL,BEL_1,2329.318,3692.146,5
3,4308,0.5,1,7,,717.778,SO,SO_3,37506.794,38224.572,54
2,4309,1,1,7,,542.114,SO,SO_2,35405.581,35947.695,52
1,4310,1,1,7,,543.402,BEL,BEL_1,1484.213,2027.615,3
3,4311,0,,,,301.468,SO,SO_3,35841.877,36143.345,52
3,4312,1.6,1,7,,730.75,SO,SO_3,34570.612,35301.362,50
2,4313,0,,,,1084.405,SO,SO_2,33588.628,34673.033,50
1,4314,0,,,,644.494,BEL,BEL_1,104.835,749.329,1
1,4315,0,,,,104.835,BEL,BEL_1,0,104.835,0
2,4316,1.5,1,7,,732.548,SO,SO_2,34673.033,35405.581,51
1,4317,1.5,1,7,,734.884,BEL,BEL_1,749.329,1484.213,2
3,4318,1,1,7,,540.515,SO,SO_3,35301.362,35841.877,51
3,4319,0,,,,1084.886,SO,SO_3,33485.726,34570.612,49
2,4320,0.9,1,7,,607.063,SO,SO_2,32981.565,33588.628,49
2F,4321,1.2,1,7,,605.635,BEL,BEL_2F,2546.905,3152.54,6
1F,4322,1.2,1,7,,604.826,BEL,BEL_1F,2546.154,3150.98,6
2F,4323,0,,,,335.829,BEL,BEL_2F,3152.54,3488.369,7
2F,4324,3,1,7,,253.11,BEL,BEL_2F,2293.795,2546.905,5
1F,4325,3,1,7,,252.825,BEL,BEL_1F,2293.329,2546.154,5
3,4326,1,1,7,,612.791,SO,SO_3,32872.935,33485.726,48
2,4327,0.8,1,7,,1221.319,SO,SO_2,31760.246,32981.565,48
2F,4328,4.8,1,7,,158.16,BEL,BEL_2F,2135.635,2293.795,4
1F,4329,4.8,1,7,,158.831,BEL,BEL_1F,2134.498,2293.329,4
2F,4330,0,,,,813.222,BEL,BEL_2F,1322.413,2135.635,3
1F,4331,0,,,,813.198,BEL,BEL_1F,1321.3,2134.498,3
2F,4332,0.8,1,7,,1085.497,BEL,BEL_2F,236.916,1322.413,2
2F,4333,0.8,1,7,,83.497,BEL,BEL_2F,153.419,236.916,1
1F,4334,0.8,1,7,,1084.214,BEL,BEL_1F,237.086,1321.3,2
1F,4335,0.8,1,7,,83.648,BEL,BEL_1F,153.438,237.086,1
2F,4336,0.8,1,7,,153.419,BEL,BEL_2F,0,153.419,0
1F,4337,0.8,1,7,,153.438,BEL,BEL_1F,0,153.438,0
3,4338,0.8,1,7,,1170.029,SO,SO_3,30483.701,31653.73,46
2,4339,0.4,1,7,,513.675,SO,SO_2,29926.559,30440.234,44
4,4341,0,,,,142.464,DAR,DAR_4,2283.059,2425.523,5
4,4342,0,,,,2496.297,DAR,DAR_4,2425.523,4921.82,6
2,4343,1,1,7,,610.06,SO,SO_2,29036.387,29646.447,41
4,4345,0.1,1,7,,249.036,DAR,DAR_4,27955.307,28204.343,45
3,4346,0.3,1,7,,249.13,SO,SO_3,29538.408,29787.538,41
2,4347,0.2,1,7,,251.064,SO,SO_2,29646.447,29897.511,42
3,4349,0,,,,25.024,SO,SO_3,29787.538,29812.562,42
4,4350,0,,,,25.037,DAR,DAR_4,28204.343,28229.38,46
2,4351,0,,,,29.048,SO,SO_2,29897.511,29926.559,43
3,4353,0.2,1,7,,517.81,SO,SO_3,29812.562,30330.372,43
4,4354,0.35,1,7,,637.533,DAR,DAR_4,28229.38,28866.913,47
4,4355,1,1,7,,617.276,DAR,DAR_4,27338.031,27955.307,44
2,4356,0,,,,1327.419,SO,SO_2,27708.968,29036.387,40
3,4359,1,1,7,,604.284,SO,SO_3,28934.124,29538.408,40
4,4360,0,,,,781.973,DAR,DAR_4,26017.6,26799.573,42
4,4361,0,,,,538.458,DAR,DAR_4,26799.573,27338.031,43
2,4362,1,1,7,,901.177,SO,SO_2,26807.791,27708.968,39
3,4364,0,,,,1334.133,SO,SO_3,27599.991,28934.124,39
4,4365,1,1,7,,904.1,DAR,DAR_4,25113.5,26017.6,41
2,4366,0,,,,1893.415,SO,SO_2,24914.376,26807.791,38
2,4367,0,,,,67.437,SO,SO_2,24846.939,24914.376,37
2,4368,0,,,,7.615,SO,SO_2,24839.324,24846.939,36
2,4369,0,,,,94.77,SO,SO_2,24744.554,24839.324,35
2,4370,0,,,,170.133,SO,SO_2,24574.421,24744.554,34
3,4375,1,1,7,,902.321,SO,SO_3,26697.67,27599.991,38
4,4376,0,,,,64.083,DAR,DAR_4,22880.173,22944.256,37
4,4377,0,,,,476.834,DAR,DAR_4,22944.256,23421.09,38
4,4378,0,,,,348.786,DAR,DAR_4,23421.09,23769.876,39
4,4379,0,,,,1343.624,DAR,DAR_4,23769.876,25113.5,40
2,4380,0.1,1,7,,375.303,SO,SO_2,24199.118,24574.421,33
3,4382,0,,,,169.717,SO,SO_3,24463.762,24633.479,33
3,4383,0,,,,17.084,SO,SO_3,24633.479,24650.563,34
3,4384,0,,,,232.073,SO,SO_3,24650.563,24882.636,35
3,4385,0,,,,10.347,SO,SO_3,24882.636,24892.983,36
3,4386,0,,,,1804.687,SO,SO_3,24892.983,26697.67,37
4,4387,0.1,1,7,,380.088,DAR,DAR_4,22500.085,22880.173,36
2,4388,0,,,,847.906,SO,SO_2,23351.212,24199.118,32
3,4390,0.2,1,7,,377.733,SO,SO_3,24086.029,24463.762,32
4,4391,0,,,,844.835,DAR,DAR_4,21655.25,22500.085,35
2,4392,0.2,1,7,,231.544,SO,SO_2,23119.668,23351.212,31
3,4394,0,,,,845.906,SO,SO_3,23240.123,24086.029,31
4,4395,0.1,1,7,,229.422,DAR,DAR_4,21425.828,21655.25,34
2,4396,0,,,,970.42,SO,SO_2,22149.248,23119.668,30
3,4399,0.2,1,7,,230.387,SO,SO_3,23009.736,23240.123,30
4,4400,0.5,1,7,,660.73,DAR,DAR_4,19794.761,20455.491,31
2,4401,0,,,,1146.996,SO,SO_2,20340.739,21487.735,28
3,4403,0.6,1,7,,660.719,SO,SO_3,21377.928,22038.647,28
2,4404,0.5,1,7,,661.513,SO,SO_2,21487.735,22149.248,29
4,4406,0,,,,675.149,DAR,DAR_4,20455.491,21130.64,32
4,4407,0,,,,295.188,DAR,DAR_4,21130.64,21425.828,33
3,4408,0,,,,971.089,SO,SO_3,22038.647,23009.736,29
4,4409,0,,,,1148.931,DAR,DAR_4,18645.83,19794.761,30
2,4410,0.8,1,7,,418.172,SO,SO_2,19922.567,20340.739,27
3,4412,0,,,,1147.721,SO,SO_3,20230.207,21377.928,27
4,4413,0.8,1,7,,417.679,DAR,DAR_4,18228.151,18645.83,29
2,4414,0,,,,1637.454,SO,SO_2,18285.113,19922.567,26
3,4417,0.8,1,7,,418.252,SO,SO_3,19811.955,20230.207,26
4,4418,0,,,,1228.109,DAR,DAR_4,16590.583,17818.692,27
4,4419,0,,,,409.459,DAR,DAR_4,17818.692,18228.151,28
2,4420,0.85,1,7,,1545.48,SO,SO_2,16739.633,18285.113,25
3,4423,0,,,,1637.503,SO,SO_3,18174.452,19811.955,25
4,4424,0.85,1,7,,982.156,DAR,DAR_4,15050.825,16032.981,25
4,4425,0.85,1,7,,557.602,DAR,DAR_4,16032.981,16590.583,26
2,4426,0,,,,240.878,SO,SO_2,16498.755,16739.633,24
2,4427,0,,,,33.37,SO,SO_2,16465.385,16498.755,23
2,4428,0,,,,92.407,SO,SO_2,16372.978,16465.385,22
2,4429,0,,,,21.788,SO,SO_2,16351.19,16372.978,21
2,4430,0,,,,792.406,SO,SO_2,15558.784,16351.19,20
3,4436,0.85,1,7,,1542.845,SO,SO_3,16631.607,18174.452,24
4,4437,0,,,,300.264,DAR,DAR_4,13870.931,14171.195,22
4,4438,0,,,,373.831,DAR,DAR_4,14171.195,14545.026,23
4,4439,0,,,,505.799,DAR,DAR_4,14545.026,15050.825,24
2,4440,1,1,7,,691.174,SO,SO_2,14867.61,15558.784,19
3,4442,0,,,,663.896,SO,SO_3,15451.313,16115.209,20
3,4443,0,,,,138.804,SO,SO_3,16115.209,16254.013,21
3,4444,0,,,,21.686,SO,SO_3,16254.013,16275.699,22
3,4445,0,,,,355.908,SO,SO_3,16275.699,16631.607,23
4,4446,1,1,7,,696.086,DAR,DAR_4,13174.845,13870.931,21
2,4447,0,,,,1331.215,SO,SO_2,13536.395,14867.61,18
3,4450,1,1,7,,693.858,SO,SO_3,14757.455,15451.313,19
4,4451,0,,,,1073.39,DAR,DAR_4,11841.755,12915.145,19
4,4452,0,,,,259.7,DAR,DAR_4,12915.145,13174.845,20
2,4453,1.1,1,7,,524.832,SO,SO_2,13011.563,13536.395,17
3,4456,0,,,,1331.93,SO,SO_3,13425.525,14757.455,18
4,4457,1,1,7,,172.923,DAR,DAR_4,11313.39,11486.313,17
4,4458,1,1,7,,355.442,DAR,DAR_4,11486.313,11841.755,18
2,4459,0,,,,3063.7,SO,SO_2,9947.863,13011.563,16
3,4464,1,1,7,,524.167,SO,SO_3,12901.358,13425.525,17
4,4465,0,,,,357.601,DAR,DAR_4,8248.986,8606.587,13
4,4466,0,,,,1061.64,DAR,DAR_4,8606.587,9668.227,14
4,4467,0,,,,1090.44,DAR,DAR_4,9668.227,10758.667,15
4,4468,0,,,,554.723,DAR,DAR_4,10758.667,11313.39,16
2,4469,1,1,7,,1011.794,SO,SO_2,8936.069,9947.863,15
3,4472,0,,,,3063.994,SO,SO_3,9837.364,12901.358,16
4,4473,1,1,7,,531.884,DAR,DAR_4,7239.77,7771.654,11
4,4474,1,1,7,,477.332,DAR,DAR_4,7771.654,8248.986,12
2,4475,1,1,7,,1427.388,SO,SO_2,7508.681,8936.069,14
3,4479,1,1,7,,1010.497,SO,SO_3,8826.867,9837.364,15
4,4480,1,1,7,,254.376,DAR,DAR_4,5807.445,6061.821,8
